"id","Line_raw","Line","Character_raw","Character","Setting"
"id0121","Joker makes his way into a run-down drug store, behind him two drunks fight on the corner, beating the shit out of each other. Joker, and nobody else for that matter, pays them any attention.","Joker makes his way into a run-down drug store, behind him two drunks fight on the corner, beating the shit out of each other. Joker, and nobody else for that matter, pays them any attention.","CONTEXT","CONTEXT","EXT. LOWER EAST SIDE, STREETS - GOTHAM - EVENING"
"id0122","No one here gives a shit.","No one here gives a shit.","CONTEXT","CONTEXT","EXT. LOWER EAST SIDE, STREETS - GOTHAM - EVENING"
"id0123","A shabby lobby in a building that was once probably pretty nice, but now it's a dump.","A shabby lobby in a building that was once probably pretty nice, but now it's a dump.","CONTEXT","CONTEXT","INT. LOBBY, APARTMENT BUILDING - EVENING"
"id0124","Joker checks his mailbox. He's holding a small white (prescription) bag in his hand.","Joker checks his mailbox. He's holding a small white bag in his hand.","CONTEXT","CONTEXT","INT. LOBBY, APARTMENT BUILDING - EVENING"
"id0125","The mailbox is empty.","The mailbox is empty.","CONTEXT","CONTEXT","INT. LOBBY, APARTMENT BUILDING - EVENING"
"id0126","Joker steps onto the wheezing elevator, harsh fluorescent lights, graffiti on the walls. As the door closes, he hears--","Joker steps onto the wheezing elevator, harsh fluorescent lights, graffiti on the walls. As the door closes, he hears--","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0127","Wait!!","Wait!!","SOPHIE (OS)","SOPHIE","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0128","He puts his foot out with some panache to stop the closing door-- He's a romantic at heart. Ding.","He puts his foot out with some panache to stop the closing door-- He's a romantic at heart. Ding.","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0129","And SOPHIE DUMOND (late 20's), tired eyes, hands filled with grocery bags, steps onto the elevator with GIGI, her 5-year-old daughter.","And SOPHIE DUMOND , tired eyes, hands filled with grocery bags, steps onto the elevator with GIGI, her 5-year-old daughter.","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0130","Thank you. (realizing) Of course it's you,-- everyone else in this building is just so fucking rude.","Thank you. Of course it's you,-- everyone else in this building is just so fucking rude.","SOPHIE","SOPHIE","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0131","Joker nods ""thanks."" Holds his breath, hoping he doesn't start to laugh.","Joker nods ""thanks."" Holds his breath, hoping he doesn't start to laugh.","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0132","Floors dinging as the elevator rises.","Floors dinging as the elevator rises.","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0133","Joker sees GiGi licking the dirty smudged elevator handrail behind her mom.","Joker sees GiGi licking the dirty smudged elevator handrail behind her mom.","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0134","How's your mom doing?","How's your mom doing?","SOPHIE","SOPHIE","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0135","He takes a deep breath, he's uncomfortable talking to her, holds up the white prescription bag.","He takes a deep breath, he's uncomfortable talking to her, holds up the white prescription bag.","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0136","It's day to day. I'm doing everything I can to get her back on her feet. (re: pharmacy bag) Picked up her medicine. Gonna make her some dinner.","It's day to day. I'm doing everything I can to get her back on her feet. Picked up her medicine. Gonna make her some dinner.","JOKER","JOKER","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0137","(smiles; being polite) She's lucky she has you--","She's lucky she has you--","SOPHIE","SOPHIE","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0138","Joker smiles thanks, can't help but glance at GiGi licking the rail.","Joker smiles thanks, can't help but glance at GiGi licking the rail.","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0139","Sophie finally notices. She wants to grab her but can't with her hands full. Tries to kick her away--","Sophie finally notices. She wants to grab her but can't with her hands full. Tries to kick her away--","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0140","Jesus. Don't do that, GiGi! How many times have I told you that? (to Joker) This building is so awful, isn't it?","Jesus. Don't do that, GiGi! How many times have I told you that? This building is so awful, isn't it?","SOPHIE","SOPHIE","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0141","Joker just nods... he doesn't know what to say, but clearly wants to continue this conversation with Sophie.","Joker just nods... he doesn't know what to say, but clearly wants to continue this conversation with Sophie.","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0142","The doors open. They all step off.","The doors open. They all step off.","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0143","Okay. Well, tell your mom I said hello.","Okay. Well, tell your mom I said hello.","SOPHIE","SOPHIE","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0144","And Sophie and GiGi walk down the hall-- the opposite way of Joker. He just stands there for a beat. Heart beating fast.","And Sophie and GiGi walk down the hall-- the opposite way of Joker. He just stands there for a beat. Heart beating fast.","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0145","(calls out after her) Hey Sophie--","Hey Sophie--","JOKER","JOKER","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0146","She turns around.","She turns around.","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0147","I'll tell my mom you said hello.","I'll tell my mom you said hello.","JOKER","JOKER","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0148","She smiles as in ""yeah, that's what I said.""","She smiles as in ""yeah, that's what I said.""","CONTEXT","CONTEXT","INT. ELEVATOR, APARTMENT BUILDING - CONTINUOUS"
"id0149","Old apartment, worn carpet. Nothing's new inside but it's fairly neat and well-kept.","Old apartment, worn carpet. Nothing's new inside but it's fairly neat and well-kept.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0150","Joker closes the door behind him, leans his back against it and swoons. Hears a deep purring sound. He looks down and sees an OLD ORANGE CAT, rubbing up against his leg.","Joker closes the door behind him, leans his back against it and swoons. Hears a deep purring sound. He looks down and sees an OLD ORANGE CAT, rubbing up against his leg.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0151","Then--","Then--","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0152","(shattering the moment, calls out) Happy?! Did you check the mail before you came up?","Happy?! Did you check the mail before you came up?","MOM (OS)","MOM","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0153","Yes, Ma. Nothing. No letter.","Yes, Ma. Nothing. No letter.","JOKER","JOKER","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0154","You sure you looked? Sometimes I don't know where your head is.","You sure you looked? Sometimes I don't know where your head is.","MOM (OS)","MOM","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0155","Joker glances back down and sees the cat is gone.","Joker glances back down and sees the cat is gone.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0156","Yes I'm sure. And my head's right here. I'm gonna make you some dinner, okay?","Yes I'm sure. And my head's right here. I'm gonna make you some dinner, okay?","JOKER","JOKER","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0157","JOKER TEARS OPEN THE PRESCRIPTION BAG... A FLURRY OF PILL BOTTLES TUMBLE OUT ONTO THE COUNTER.","JOKER TEARS OPEN THE PRESCRIPTION BAG... A FLURRY OF PILL BOTTLES TUMBLE OUT ONTO THE COUNTER.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0158","SEE HIS NAME, ""ARTHUR FLECK"" ON THE ORANGE PILL BOTTLES, AND GLIMPSE THE GENERIC DRUG NAMES, TEMAZEPAM... PERPHENAZINE... AHENELZINE... AMITRIPTYLINE... BENZEDRINE... DIAZEPAM... MEPROBAMATE...","SEE HIS NAME, ""ARTHUR FLECK"" ON THE ORANGE PILL BOTTLES, AND GLIMPSE THE GENERIC DRUG NAMES, TEMAZEPAM... PERPHENAZINE... AHENELZINE... AMITRIPTYLINE... BENZEDRINE... DIAZEPAM... MEPROBAMATE...","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0159","TAKES OUT ONE PILL FROM EACH THE TEMAZEPAM AND MEPROBAMATE BOTTLES.","TAKES OUT ONE PILL FROM EACH THE TEMAZEPAM AND MEPROBAMATE BOTTLES.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0160","TWO PILLS BEING CRUSHED UP TO POWDER.","TWO PILLS BEING CRUSHED UP TO POWDER.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0161","SPRINKLES THE POWDER ON TOP OF A TV DINNER.","SPRINKLES THE POWDER ON TOP OF A TV DINNER.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0162","SWALLOWS A HANDFUL OF PILLS FROM THE OTHER BOTTLES.","SWALLOWS A HANDFUL OF PILLS FROM THE OTHER BOTTLES.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0163","LOOKS DOWN AND SMILES AT THE ORANGE CAT LOOKING UP AT HIM FROM THE COUNTER.","LOOKS DOWN AND SMILES AT THE ORANGE CAT LOOKING UP AT HIM FROM THE COUNTER.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, FRONT DOOR - EVENING"
"id0164","Joker brings the food to his mother, PENNY (70's), lying in her bed. The TV is on, playing the local news.","Joker brings the food to his mother, PENNY , lying in her bed. The TV is on, playing the local news.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0165","Joker sets the food down in front of his mother. He covers the pain from his beating the best he can-- His mother doesn't seem to notice anyway.","Joker sets the food down in front of his mother. He covers the pain from his beating the best he can-- His mother doesn't seem to notice anyway.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0166","He must not be getting my letters.","He must not be getting my letters.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0167","Joker sits down on a chair next to the bed.","Joker sits down on a chair next to the bed.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0168","He's a busy man.","He's a busy man.","JOKER","JOKER","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0169","Too busy for me? I worked for that family for 12 years. He always had a smile for me. Least he could do is write back.","Too busy for me? I worked for that family for 12 years. He always had a smile for me. Least he could do is write back.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0170","Ma, eat. You need to eat.","Ma, eat. You need to eat.","JOKER","JOKER","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0171","You need to eat. Look how skinny you are.","You need to eat. Look how skinny you are.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0172","Before Joker can say anything, his mother points to the news on the TV--","Before Joker can say anything, his mother points to the news on the TV--","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0173","All day long it's more bad news. That's all there is.","All day long it's more bad news. That's all there is.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0174","Maybe you shouldn't watch so much television.","Maybe you shouldn't watch so much television.","JOKER","JOKER","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0175","(ignoring) He's the only hope for Gotham. He'll make a great mayor. Everybody says so.","He's the only hope for Gotham. He'll make a great mayor. Everybody says so.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0176","(playful) Everybody who? Who do you talk to?","Everybody who? Who do you talk to?","JOKER","JOKER","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0177","Well everybody on the news.","Well everybody on the news.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0178","Stop it. He's not even gonna run. Why would Thomas Wayne want to be mayor? He can do more good as a businessman.","Stop it. He's not even gonna run. Why would Thomas Wayne want to be mayor? He can do more good as a businessman.","JOKER","JOKER","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0179","Because he cares about this city. And everyone in it-- that's why I can't believe he hasn't written me back.","Because he cares about this city. And everyone in it-- that's why I can't believe he hasn't written me back.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0180","He will. Now eat some dinner.","He will. Now eat some dinner.","JOKER","JOKER","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0181","He feeds her a bite of the food.","He feeds her a bite of the food.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0182","How you feeling today?","How you feeling today?","JOKER","JOKER","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0183","I don't know. It always hits me worse at night, you notice that?","I don't know. It always hits me worse at night, you notice that?","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0184","He shakes his head.","He shakes his head.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0185","(teasing) Maybe it's the moon. Maybe you're a werewolf?","Maybe it's the moon. Maybe you're a werewolf?","JOKER","JOKER","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0186","HE HOWLS SOFTLY like a wolf. She laughs.","HE HOWLS SOFTLY like a wolf. She laughs.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0187","It's not funny.","It's not funny.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0188","Joker watches her as he cuts up some more of her food.","Joker watches her as he cuts up some more of her food.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0189","Anyway, I wrote a new letter today. A better one. I want you to hand deliver it to him.","Anyway, I wrote a new letter today. A better one. I want you to hand deliver it to him.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0190","What? Why?","What? Why?","JOKER","JOKER","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
"id0191","Cause maybe the mailman is throwing them away. We should have tipped him at Christmas time.","Cause maybe the mailman is throwing them away. We should have tipped him at Christmas time.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - NIGHT"
